x1,x2,cluster_real
-3.7659413148650636,8.40241855106282,0
5.560472392927087,2.8689014281703997,1
-2.451798649068015,7.8032501699168835,0
-6.453847581670546,-7.711031551354715,2
4.138918792825521,2.6953314664086028,1
-10.350239968204647,8.595160580264508,3
-3.975377780688828,8.536341728343494,0
-3.3701040753370104,9.281396360904305,0
-8.592019128274059,9.087613594347326,3
4.623715059510816,1.1210197239985944,1
-8.347816448532551,7.150934337362159,3
4.2273198205733635,2.042762702419106,1
-3.0872186363944674,9.211701770785174,0
4.2387367503070825,2.898777691362993,1
-6.886403936270395,-5.622157075219425,2
-2.4580019446028776,11.108041923810815,0
5.219538861828821,1.7094429408362943,1
-5.877224584697018,-6.822718884077354,2
-6.988357143909922,-7.692318967786308,2
-9.055058391443737,8.601916955793989,3
-5.127991455001581,-5.388069877199223,2
-2.2902797909384005,8.95100709979708,0
-3.5218055956750014,9.572356695537076,0
-5.049422102266448,-7.532355021730789,2
-8.22490650219926,6.363828909964059,3
5.170380680722433,2.50726336681537,1
-7.817295922796657,6.976658848430384,3
-3.827261539458963,9.072564656783445,0
-7.988426266580396,-6.310887926770414,2
6.44371160368884,2.850765155409207,1
-8.63805538224373,7.978758330302625,3
-7.108623000429144,-6.270198675849379,2
6.452957204685928,0.3138950543466055,1
-1.977380377452495,8.285702205244482,0
-6.092376275749375,-5.257105448876336,2
-2.8005049621005043,8.332350449359945,0
-7.442857386255239,-6.395100724971761,2
-9.228784521245219,6.60115520145363,3
5.2265012291825474,1.6321322828377711,1
-11.09165209377007,8.251303739632796,3
-5.209610828172339,-6.850135574099977,2
-2.31585667863924,10.125357469338386,0
-9.047209361109063,7.091707881213183,3
-7.091246717358483,-6.054274284964745,2
4.878721923802879,1.4438750920932273,1
-8.866168036319609,6.861611860035003,3
-2.9031026619433433,8.618415837663603,0
-3.290708222151483,10.33173037246323,0
5.864961131934299,0.7526868554382085,1
-2.574734076054739,9.30426530679247,0
-6.970602997112644,-7.760065567332415,2
-5.561148011957126,-6.781786154127016,2
-5.877103088538176,-7.278908897564945,2
-7.082733030987718,-7.651538706011305,2
4.236175321741289,1.4178398362530769,1
-6.274754544775714,-7.836055371338135,2
-2.4244939627282553,8.586331822199552,0
-9.934794521415906,6.22270595924463,3
-10.607967753337174,8.765510828545235,3
-7.699812132644359,-6.296965852277273,2
3.5681274750433127,2.7533523389372916,1
3.8886000154571385,2.1038360239944307,1
3.7847640619533545,0.9411093630711598,1
-1.8815010300566515,9.159949167209797,0
-6.597160280968617,-7.5163231493490175,2
-3.0206482434477375,10.588722585030919,0
4.722325406471912,2.4790531555621085,1
-8.56111468773021,6.260076375571195,3
-6.777375904196156,-6.44283658432601,2
-6.759438573961708,7.4333609201776465,3
-8.001825417118816,-5.323369642299746,2
5.7167533130367305,1.3716506381647684,1
-5.97996637732912,-8.375038156735593,2
4.2394962764525275,2.170412130694723,1
-6.6497388892384075,-6.922811986307713,2
5.624273078703159,2.6460829738092277,1
4.510861505447855,2.473239309452622,1
-9.145148997582229,8.308953248358314,3
4.2603411269711335,2.7011086591156834,1
-8.69309213422726,7.167137079598926,3
3.6196268902306916,1.6888436334759258,1
-1.8100344477650396,7.976569025722952,0
-9.12374475103262,8.742191211994687,3
-5.4814046346751795,-7.091790226898868,2
-6.858793543031169,-6.4568110457173145,2
-9.129612211604307,7.007798179402281,3
3.4090071459553757,0.7768254757206601,1
-2.4312009629975733,7.324852550787563,0
-10.570733611537186,6.46664955121891,3
-8.74534218122185,7.940424545812592,3
-2.842489553215084,7.770298422286021,0
-7.593390757004929,-7.389593341903366,2
-8.097871758719071,7.046402913156038,3
-8.28211694873506,7.276275945224817,3
3.94439125547965,3.7516988682733734,1
-5.584971725472061,-6.422036056143987,2
-8.522853764270398,6.810135506790256,3
5.125135770317293,2.938400478094241,1
-7.266715075932467,8.281103190614298,3
-9.926692706257851,8.815097970185413,3
-9.4442466719116,7.4139886090368154,3
4.9908705723623825,1.4940038140573535,1
2.9185076375691352,2.1316558514947457,1
-7.316414070887459,-7.780441086881556,2
-6.932904423833466,-6.068238620849894,2
-2.71777752165519,8.373610388494455,0
-6.568018681968949,-7.679007411654198,2
-9.698616475607153,5.916894744412799,3
-8.298621680104436,-6.418253429753002,2
-2.0655472922783873,9.26672310044653,0
4.62414267063457,1.7278098408586144,1
6.462231312154628,2.512000852911042,1
4.699210608469618,1.6456531266082357,1
-3.2810180872457795,7.813827982063324,0
-9.877136394194164,7.9295715811452325,3
-1.5243913808964566,8.316706157599368,0
-2.520670264079994,8.115231838585807,0
3.805596482837343,2.365957637064512,1
-2.498146014956529,10.24979009378204,0
-7.885396926917179,-8.613456944372032,2
-6.795194731536428,-6.241430538409926,2
5.725893997648263,1.4703340034302765,1
4.943341999298392,1.384196527969176,1
-6.8751700463908145,-6.840176088575916,2
-2.3316635672987083,7.348566522900512,0
-2.9719229388991555,9.108570329451707,0
-2.201807001762261,8.465934336783967,0
-2.5048511849066584,8.814887064829447,0
-3.222532517791993,8.75145560872479,0
-1.3168224587570658,7.822712724824883,0
4.462974923424418,1.554118889480724,1
-3.4194562464046956,9.424387681155029,0
-8.822672134324892,8.748494630932694,3
-7.262182841908627,-6.350687150780573,2
-8.234890701126481,-7.389578362786653,2
-8.87031725369713,8.261329515212747,3
-1.8104464870574337,10.626560163454176,0
-8.138632760268383,7.385843187608846,3
-6.935795020001489,-7.909473363074035,2
-5.495303977415672,-8.053195832758604,2
-1.6903279131950768,9.365149916094346,0
-9.25279304709763,6.955848455852025,3
-1.5377982307149827,9.65342920598208,0
-8.486908088895865,8.918799356173059,3
-3.1059427528484997,8.735773303590218,0
5.0776588133554625,2.4098877422161094,1
-8.551365493872089,6.973427494294606,3
-3.0197405094837344,8.766346440874036,0
5.077669369588242,5.247991450997245,1
4.029201248163531,1.7917396049856618,1
6.6073386179005835,0.38599427023774613,1
-7.474393872944968,-6.6982266691518575,2
6.027428444569991,0.7575495126741942,1
-1.2529876850224615,8.57375644266572,0
-1.6328480289311917,9.80587422944709,0
-9.282642324077194,8.21518075746006,3
5.450780335197323,2.5268522475506603,1
-3.3511534994138352,8.532933058035965,0
-8.327502264603151,-6.927325137338072,2
1.8848015971693899,1.1024401888065856,1
-8.334191687362884,7.060408442081812,3
-9.301508980423618,7.662788612697963,3
-2.296278700258755,9.30876710627075,0
-9.984285365425865,7.955297395418011,3
-7.787104556126475,-7.001132155544046,2
-6.813864129650795,-7.61220116440497,2
-11.130681403136347,7.277372278958563,3
3.93523307694434,1.4970157997733078,1
-8.245106563370207,-6.707165502788807,2
-2.4352076150503046,8.760129880302333,0
-7.432673374904823,-7.294166169475938,2
-8.300463170445669,9.25361184463244,3
-3.8755583724297935,9.17122490795078,0
-7.761286422328758,-7.041897469647013,2
5.104911610222634,1.801305929371922,1
4.694516852459245,1.057086622700822,1
-2.672704443116704,9.270601369181891,0
-7.779155343013025,5.561141217951776,3
-7.3502291006963745,-7.898305801976468,2
-7.330553166620218,-7.369555097823925,2
-7.956418804016796,6.890008976472168,3
-5.018294697916248,-7.567163135827825,2
4.019067199268536,2.1571594850854106,1
4.7043127106927685,1.3975822291554372,1
-3.4875421638617077,9.333629443792143,0
-9.067721451635375,6.491573757083742,3
-6.0242783033189955,-7.370467682370623,2
5.275078400582874,2.491984409559177,1
-8.57669625307776,5.869879781740572,3
-10.428500889507987,7.024736454063591,3
-8.1325423125734,6.595851663476166,3
-6.689148581612415,-6.869406052611421,2
-8.429469909659804,7.513824336135965,3
-7.643279661797374,-6.461978297495417,2
-7.484119123992523,6.888989590532196,3
4.425195907543915,0.9125539792706099,1
-3.4121557797199396,9.416839694238226,0
-2.2574953875478605,9.236183109551227,0
6.140514940467034,2.3174041382575443,1
-7.524889953471913,-6.75227487477117,2
4.904150266986405,3.2272224683478514,1
-7.238606934632232,8.467129954730435,3
-4.262578503964319,-5.928470918556556,2
-6.1692888958959,-7.840360419734922,2
-8.741234255273277,7.451279412741299,3
3.9409914999966347,2.1803038137088575,1
-8.636952976185166,-6.955861626861817,2
5.628568025559817,1.981867785807381,1
-10.095126065548875,8.295713852224592,3
-10.276922691893606,8.623640687040226,3
-2.227623706359721,9.843499486252327,0
4.0773603411749715,2.6977380185175224,1
-2.734155931305013,11.326429919799498,0
-0.923289288579707,9.417044110973341,0
4.454849813484964,2.9071300081298435,1
5.46873060963319,1.848170909663914,1
-3.6381557646164158,9.181618178687076,0
-2.539649756296209,10.344233235640226,0
-1.7311058230059873,9.293724571409053,0
-2.959493796254733,9.450563446344674,0
-9.042604345070425,7.004925229081545,3
3.851987935386731,1.922573131288202,1
5.404538730346364,2.23437427668585,1
-8.826487858510006,7.303016591455201,3
-2.2600860207488713,8.40708742287591,0
-8.777496454999527,6.917514085748354,3
-5.602623696869646,-6.817129029919138,2
4.943998092524142,2.449836531353731,1
5.223199998046438,0.6023611934295281,1
-3.4495823509578742,7.997510497729751,0
5.341482732867926,2.6646528745412748,1
-2.303529692221621,7.387997920239194,0
